audio_path,method,lev_distance,time_sec
examples/sample1.wav,greedy,8,1.4422452449798584
examples/sample1.wav,beam,10,2.083969116210937
examples/sample1.wav,beam_lm,9,3.260905504226685
examples/sample1.wav,beam_lm_rescore,10,2.075212955474853
examples/sample2.wav,greedy,0,2.0038421154022217
examples/sample2.wav,beam,5,2.781719207763672
examples/sample2.wav,beam_lm,12,4.706212520599365
examples/sample2.wav,beam_lm_rescore,5,2.7228305339813232
examples/sample3.wav,greedy,1,0.8988943099975586
examples/sample3.wav,beam,5,1.4319143295288086
examples/sample3.wav,beam_lm,13,2.079862117767334
examples/sample3.wav,beam_lm_rescore,5,1.3839664459228516
examples/sample4.wav,greedy,4,1.2620964050292969
examples/sample4.wav,beam,8,2.0311670303344727
examples/sample4.wav,beam_lm,9,3.308061361312866
examples/sample4.wav,beam_lm_rescore,8,2.2976112365722656
examples/sample5.wav,greedy,1,1.1661591529846191
examples/sample5.wav,beam,2,1.741349220275879
examples/sample5.wav,beam_lm,2,2.801795959472656
examples/sample5.wav,beam_lm_rescore,2,1.676052808761597
examples/sample6.wav,greedy,15,0.3103554248809814
examples/sample6.wav,beam,16,0.3839113712310791
examples/sample6.wav,beam_lm,19,0.4996922016143799
examples/sample6.wav,beam_lm_rescore,15,0.3909962177276611
examples/sample7.wav,greedy,17,0.2669687271118164
examples/sample7.wav,beam,19,0.3979125022888183
examples/sample7.wav,beam_lm,24,0.5596249103546143
examples/sample7.wav,beam_lm_rescore,19,0.4183180332183838
examples/sample8.wav,greedy,14,0.31977295875549316
examples/sample8.wav,beam,15,0.5157575607299805
examples/sample8.wav,beam_lm,15,0.7268741130828857
examples/sample8.wav,beam_lm_rescore,15,0.517827033996582
